Cell_ID,x,y,Ground_Truth,Cell_Type,Lineage,Sample
cell222,0.547570051858202,0.173035862157121,0.8273548183222543,J,3,simulated
cell223,0.894858906045556,0.597859171245638,0.482782109175869,C,1,simulated
cell224,0.985953578026965,0.700094511266798,0.4336496275694288,G,2,simulated
cell225,0.43821679498069,0.481192028081955,0.5206377763436564,C,1,simulated
cell226,0.243717616423965,0.6004059019252,0.4365986693882938,C,1,simulated
cell227,0.703622550936416,0.369667584309354,0.6450494271872267,G,2,simulated
cell228,0.646554380655289,0.46212387870735,0.5475930031402476,C,1,simulated
cell229,0.0236843016464263,0.702856835919748,0.4271169484954168,C,1,simulated
cell230,0.757490194868296,0.572956009728955,0.4626696382922797,C,1,simulated
cell231,0.621235851431265,0.472355051442207,0.5344871181897747,C,1,simulated
cell232,0.821109476266429,0.549154720114608,0.5021765054611411,C,1,simulated
cell233,0.226852368330583,0.493839248799649,0.540447772273156,C,1,simulated
cell234,0.774947164580226,0.188652145676315,0.8246068638975711,G,2,simulated
cell235,0.815785174723715,0.5463490320111,0.50319272668817,C,1,simulated
cell236,0.338066075462848,0.557793493516618,0.4564595481171093,C,1,simulated
cell237,0.631022671703249,0.431276772793146,0.5760019760561252,C,1,simulated
cell238,0.804515284951776,0.586002407545803,0.4637260401321841,C,1,simulated
cell239,0.599260383285582,0.428520667990285,0.5756601924501906,C,1,simulated
cell240,0.732502511702478,0.601553288263431,0.4292974196467067,C,1,simulated
cell241,0.182605325477198,0.847905479837209,0.2296946073760872,J,3,simulated
cell242,0.270466800080612,0.541994414151394,0.4851316757289199,C,1,simulated
cell243,0.433781205210835,0.434573016168943,0.567324236241411,C,1,simulated
cell244,0.797111178515479,0.554027477723029,0.4909122684547438,C,1,simulated
cell245,0.390591111499816,0.542256143292173,0.4641580482394202,C,1,simulated
cell246,0.3446082000155,0.565176868112758,0.4481484762385302,G,2,simulated
cell247,0.620457822456956,0.563130751191351,0.44492345772378,C,1,simulated
cell248,0.489661965053529,0.420839338676565,0.5792056337072589,C,1,simulated
cell249,0.89005762594752,0.131193000590429,0.8861315146042907,J,3,simulated
cell250,0.944353046594188,0.669853412553812,0.4405999252394423,C,1,simulated
cell251,0.187122593866661,0.552407664945349,0.4968471138730346,J,3,simulated
cell252,0.647538147633895,0.45151071851645,0.5581081642313039,C,1,simulated
cell253,0.159464698750526,0.0795711823739111,0.9286973759041194,G,2,simulated
cell254,0.345849509350955,0.993171171983704,0.0298811546189814,G,2,simulated
cell255,0.128030797233805,0.504451535297088,0.5568615787200669,D,1,simulated
cell256,0.791987840551883,0.354769920090417,0.6731005161934839,D,1,simulated
cell257,0.244292279705405,0.338174897909478,0.6825800613014765,D,1,simulated
cell258,0.651207425631583,0.394692256493158,0.6141301504171544,D,1,simulated
cell259,0.0795234602410346,0.478543282849792,0.5933522508543072,D,1,simulated
cell260,0.914630736922845,0.500203764298931,0.5731753521013802,J,3,simulated
cell261,0.358132516033947,0.290446477127547,0.7152838295668368,D,1,simulated
cell262,0.824341639643535,0.809161158511415,0.2678583157379068,G,2,simulated
cell263,0.441514278296381,0.263077097351402,0.7378197112072888,D,1,simulated
cell264,0.0330435747746378,0.572719773693888,0.5298053679353721,D,1,simulated
cell265,0.345994259463623,0.374146278400812,0.6345220430347871,D,1,simulated
cell266,0.0549927281681448,0.525187865562438,0.5616243163520254,D,1,simulated
cell267,0.729486028896645,0.440935264357179,0.5811243355508002,D,1,simulated
cell268,0.139371580211446,0.399097818532046,0.6468326096397582,D,1,simulated
cell269,0.750898677390069,0.359525880731177,0.6617659991136913,D,1,simulated
cell270,0.297240925719962,0.42750101841739,0.5893800767026238,D,1,simulated
cell271,0.788931001909077,0.34332431497285,0.6831284759734435,D,1,simulated
cell272,0.636260916711763,0.697513051796705,0.3152016252544933,G,2,simulated
cell273,0.18137007439509,0.793879875680432,0.2792902072799198,J,3,simulated
cell274,0.27232878934592,0.973607792519033,0.0743714067456056,J,3,simulated
cell275,0.68117539351806,0.339134497305223,0.6716436435406377,D,1,simulated
cell276,0.508942850632593,0.379312495222455,0.6207178377082037,D,1,simulated
cell277,0.518394236220047,0.379021780676523,0.6211064171814435,D,1,simulated
cell278,0.940211971057579,0.519338928406291,0.5649650135620001,D,1,simulated
cell279,0.80827600019984,0.404010823434256,0.6310518309197424,D,1,simulated
cell280,0.820858160033822,0.357447380800613,0.675916955316836,D,1,simulated
cell281,0.572876166552305,0.0360480251256377,0.9641424122156976,G,2,simulated
cell282,0.723660772200674,0.301204912678202,0.7131447736190069,D,1,simulated
cell283,0.348315596114844,0.281393105930616,0.7249356189146414,D,1,simulated
cell284,0.338880958035588,0.277966252978966,0.7290669906673786,D,1,simulated
cell285,0.762914564926177,0.940777935320511,0.1200479316828454,H,2,simulated
cell286,0.167209499981254,0.976895367493853,0.1205079519477263,H,2,simulated
cell287,0.979424929479137,0.545993563184399,0.556048026729862,D,1,simulated
cell288,0.954078314593062,0.723834474338219,0.3998986849831055,H,2,simulated
cell289,0.465985666029155,0.286751060403017,0.7135803199820636,D,1,simulated
cell290,0.663131142267957,0.328268689097531,0.6802406724475973,D,1,simulated
cell291,0.930269160075113,0.556467871004185,0.5304589849525844,D,1,simulated
cell292,0.051395702874288,0.593163566873029,0.5062096706029451,D,1,simulated
cell293,0.0302556408569217,0.52200727030853,0.5723564533262118,D,1,simulated
cell294,0.390443866606802,0.743564314441755,0.26525450245828,H,2,simulated
cell295,0.252225442789495,0.351766429209656,0.66858017340897,D,1,simulated
cell296,0.0733296929392964,0.546851402439536,0.5373693706225693,D,1,simulated
cell297,0.797445019008592,0.41971458932308,0.6144007418129187,D,1,simulated
cell298,0.0006066809874027,0.499906725660777,0.5998805413917535,D,1,simulated
cell299,0.937321127159521,0.97621127939783,0.1805150310134597,H,2,simulated
cell300,0.629606759408489,0.302336446708068,0.7026582734731449,H,2,simulated
cell301,0.926441082498059,0.925952294841409,0.2165243217293417,J,3,simulated
cell302,0.759526326321065,0.449087155079067,0.579251877782996,D,1,simulated
cell303,0.0680566446390003,0.470775264332116,0.6032486445120572,D,1,simulated
cell304,0.0393416727893054,0.653040420031175,0.4612793789499763,H,2,simulated
cell305,0.2314126228448,0.454881032796814,0.5757257624423464,D,1,simulated
cell306,0.844217273406684,0.472006092845047,0.577995352079723,D,1,simulated
cell307,0.979143189731985,0.0096327923238277,0.9921657749356028,J,3,simulated
cell308,0.180715844267979,0.320730403531343,0.7089408560270901,J,3,simulated
cell309,0.011842230334878,0.621228677319492,0.4983205389464399,D,1,simulated
cell310,0.511282561346889,0.606133111286908,0.3939440373283979,H,2,simulated
cell311,0.713167798472568,0.362686803011755,0.6530775310153984,D,1,simulated
cell312,0.515779308741912,0.619626787956804,0.3805274523969363,H,2,simulated
cell313,0.737621953478083,0.831181805580854,0.2132418578259576,J,3,simulated
cell314,0.951694973744452,0.530922852520863,0.5590445583553862,D,1,simulated
cell315,0.0080659666564315,0.505019054943937,0.5933821065373366,D,1,simulated
cell316,0.329328123480082,0.388419773765233,0.6225742200488193,D,1,simulated
cell317,0.852031402057037,0.281505858059973,0.749533482630518,H,2,simulated
cell318,0.988964308053255,0.575517267214742,0.5355308483033587,D,1,simulated
cell319,0.713537937030196,0.185790070332587,0.8223122172429951,H,2,simulated
cell320,0.0172604171093553,0.620481997668174,0.4967857869628932,D,1,simulated
cell321,0.169091119430959,0.384155794881048,0.6537579477874282,D,1,simulated
cell322,0.304839769611135,0.423056053129871,0.5924659079290262,D,1,simulated
cell323,0.988279391778633,0.152091537369415,0.8771887285951624,J,3,simulated
cell324,0.819160093553364,0.379269314476644,0.6557927277952584,D,1,simulated
cell325,0.546708242734894,0.388956070877612,0.6118906517395872,J,3,simulated
cell326,0.737357730511576,0.798320377478376,0.2442571844165394,J,3,simulated
cell327,0.245400630636141,0.372260587276175,0.6504007306360005,D,1,simulated
cell328,0.917914962396026,0.492821205695695,0.5804537671773646,D,1,simulated
cell329,0.485872398130596,0.389209710225849,0.6108679563019901,D,1,simulated
cell330,0.862280040048063,0.854183515766636,0.2449185314253293,H,2,simulated
cell331,0.851547901751474,0.510235299293632,0.5458867124177996,D,1,simulated
cell332,0.48215321241878,0.22148816669368,0.778582356558785,E,1,simulated
cell333,0.469897591043264,0.227467690023471,0.7727382443583937,E,1,simulated
cell334,0.840857223374769,0.27460253587259,0.7539808644591145,E,1,simulated
cell335,0.0741358816158026,0.345285090865702,0.7077224397495039,E,1,simulated
cell336,0.941984581761062,0.15982635342516,0.8662932999666301,J,3,simulated
cell337,0.316606726963073,0.195165371501285,0.8111850588962153,E,1,simulated
cell338,0.205932205775753,0.220303051635823,0.7972315279100632,E,1,simulated
cell339,0.158945484319702,0.3465251348634,0.6895821099716839,E,1,simulated
cell340,0.132123112911358,0.299581680446863,0.7361288944929113,H,2,simulated
cell341,0.773518321570009,0.135520145529881,0.8739127296638117,H,2,simulated
cell342,0.625846923561767,0.127213633070252,0.8747696953883436,E,1,simulated
cell343,0.94418031652458,0.999304079683498,0.1653659984716942,H,2,simulated
cell344,0.848185253329575,0.248959826882771,0.7779588779470935,E,1,simulated
cell345,0.42301669693552,0.190572497184714,0.8105502632200445,E,1,simulated
cell346,0.556773921940476,0.690611169673502,0.3116077101958788,J,3,simulated
cell347,0.302775404648855,0.307725571561605,0.703796034340386,H,2,simulated
cell348,0.331046731444076,0.182521191421527,0.8225443177536649,E,1,simulated
cell349,0.536015809513628,0.102316236061945,0.8978163103395541,E,1,simulated
cell350,0.383325100177899,0.161390173867505,0.8407773294809625,E,1,simulated
cell351,0.484873810317367,0.245051391073678,0.7550046642546402,E,1,simulated
cell352,0.260018564527854,0.127178748138249,0.8797467665751083,J,3,simulated
cell353,0.139460131525993,0.268309538210939,0.7625556187003273,E,1,simulated
cell354,0.665677926270291,0.227790772883401,0.778294850616567,E,1,simulated
cell355,0.914404640672728,0.350062176626939,0.7012436173319142,E,1,simulated
cell356,0.79624678590335,0.306013641789385,0.7186759628524257,E,1,simulated
cell357,0.124350324738771,0.332615492693374,0.7085165216780849,E,1,simulated
cell358,0.653666286962107,0.211038030202148,0.7938303219768605,E,1,simulated
cell359,0.895998652791604,0.326702805309151,0.7175842081686321,E,1,simulated
cell360,0.222228918923065,0.451178178656846,0.5811397284370199,H,2,simulated
cell361,0.403439063578844,0.363044220721349,0.6403095383380277,J,3,simulated
cell362,0.235908598639071,0.303362225698083,0.7164161242126634,E,1,simulated
cell363,0.179376674583182,0.223204622152935,0.7976017769032191,E,1,simulated
cell364,0.146950974594802,0.379739538999274,0.6623467788751252,H,2,simulated
cell365,0.261616713367403,0.254030995483788,0.7596284976513451,E,1,simulated
cell366,0.972220650175586,0.388196891870085,0.6825843642718961,E,1,simulated
cell367,0.738984195748344,0.184563037822479,0.825408485198338,E,1,simulated
cell368,0.0465780631639063,0.763721051858738,0.3665175295641572,H,2,simulated
cell369,0.547289219219238,0.483383059501648,0.517695503696981,J,3,simulated
cell370,0.110413316637278,0.389885152529558,0.6614927306332494,E,1,simulated
cell371,0.405594788491726,0.166270236950368,0.8351985304315268,H,2,simulated
cell372,0.731025088112801,0.210175798518456,0.8004734504705654,E,1,simulated
cell373,0.698187241097912,0.273631748277694,0.7367098117940702,J,3,simulated
cell374,0.203732189722359,0.202976217374855,0.8134023220435567,E,1,simulated
cell375,0.341126382583752,0.220311450965106,0.7851124874164032,E,1,simulated
cell376,0.159737176494673,0.230812031701766,0.7931381793910477,E,1,simulated
