Cell_ID,x,y,Cell_Type,Sample
cell42,0.739940842380747,0.974150539110279,A,simulated
cell43,0.0731167837511748,0.0899354654829949,G,simulated
cell44,0.225708568003029,0.537259250180796,G,simulated
cell45,0.40318181971088,0.763386996909828,A,simulated
cell46,0.225816204678267,0.0380604495294392,I,simulated
cell47,0.0586790593806654,0.399696880951524,G,simulated
cell48,0.695229208795354,0.74867528444156,I,simulated
cell49,0.0518122548237443,0.543484546244144,G,simulated
cell50,0.50330573413521,0.675641779322177,G,simulated
cell51,0.751078722300008,0.798436960633354,A,simulated
cell52,0.381117488956079,0.776661284014315,A,simulated
cell53,0.63977298582904,0.853663746944087,A,simulated
cell54,0.61194141372107,0.949039782577813,A,simulated
cell55,0.766890639904886,0.773938023252413,I,simulated
cell56,0.139118795050308,0.971240650995192,A,simulated
cell57,0.599589780205861,0.90081217190614,A,simulated
cell58,0.863226311281323,0.968983953841811,A,simulated
cell59,0.24228045460768,0.827651935227594,A,simulated
cell60,0.316467522410676,0.973853663646246,A,simulated
cell61,0.31997722084634,0.956032013713996,A,simulated
cell62,0.840434855315834,0.893076969807119,A,simulated
cell63,0.234242759412155,0.932080665439448,A,simulated
cell64,0.983195072505623,0.989143126428336,A,simulated
cell65,0.548510420136154,0.841561711403032,A,simulated
cell66,0.601130515569821,0.735988076544069,A,simulated
cell67,0.426001359941438,0.928772375228739,A,simulated
cell68,0.914556670002639,0.571238851640373,G,simulated
cell69,0.109416362596676,0.932563706632991,A,simulated
cell70,0.0566452061757445,0.0852985337842256,I,simulated
cell71,0.870258528040722,0.10119736706838,I,simulated
cell72,0.724630123237148,0.862463722157745,A,simulated
cell73,0.930577131453902,0.924334390705953,A,simulated
cell74,0.817721075145528,0.962998730596155,G,simulated
cell75,0.878979620989412,0.774004327366129,G,simulated
cell76,0.655947184888646,0.788695971341104,A,simulated
cell77,0.971817688783631,0.967217293199045,A,simulated
cell78,0.043944877339527,0.925884262050905,A,simulated
cell79,0.825680845649913,0.844467108736288,A,simulated
cell80,0.694084441754967,0.932563363975186,A,simulated
cell81,0.915855241008103,0.946906788211585,A,simulated
cell82,0.668266115710139,0.603194599039853,G,simulated
cell83,0.562801539199427,0.664317105896771,I,simulated
cell84,0.906564037082717,0.865994684631005,I,simulated
cell85,0.822954488452524,0.849165592794559,A,simulated
cell86,0.745120409643278,0.279497386189178,G,simulated
cell87,0.26812951057218,0.905631274687619,A,simulated
cell88,0.141195051139221,0.251730399206281,I,simulated
cell89,0.237212987616658,0.97072934269999,A,simulated
cell90,0.53046244266443,0.862129816733125,A,simulated
cell91,0.311502205906436,0.945711380853877,A,simulated
cell92,0.855276504531503,0.707867695757252,B,simulated
cell93,0.296765538631007,0.693095687484055,B,simulated
cell94,0.160661967005581,0.803879058281525,B,simulated
cell95,0.943493204424158,0.872020553565744,B,simulated
cell96,0.0465419623069465,0.886952820381837,B,simulated
cell97,0.895678107626736,0.776149987016388,B,simulated
cell98,0.364904565736651,0.561549035832286,I,simulated
cell99,0.193719878327101,0.244166888296604,I,simulated
cell100,0.449366169748828,0.674883346625963,B,simulated
cell101,0.276630940847099,0.638961183838546,I,simulated
cell102,0.46314708259888,0.592016964111489,B,simulated
cell103,0.409131681546569,0.442825099686161,G,simulated
cell104,0.639614581596106,0.599548768581448,B,simulated
cell105,0.663891836302355,0.36750832083635,I,simulated
cell106,0.123055695323274,0.694961646223364,B,simulated
cell107,0.0974813806824386,0.74275563927865,B,simulated
cell108,0.109827279811725,0.428422385361046,G,simulated
cell109,0.131596297957003,0.7590937707462,B,simulated
cell110,0.99658119212836,0.943371671715226,B,simulated
cell111,0.509323557838798,0.58407180046331,B,simulated
cell112,0.48760827886872,0.577555392331104,B,simulated
cell113,0.592154663987458,0.59523109456253,B,simulated
cell114,0.36678327457048,0.689086183905602,I,simulated
cell115,0.192691229749471,0.507889571134001,G,simulated
cell116,0.621719111222774,0.656214146344186,B,simulated
cell117,0.268764449283481,0.497764551546425,I,simulated
cell118,0.991863803006709,0.924712221897922,B,simulated
cell119,0.963902115589008,0.900482898534276,B,simulated
cell120,0.42418634146452,0.0680525952484459,I,simulated
cell121,0.908190547954291,0.976845595287159,G,simulated
cell122,0.158887076191604,0.78513245473996,B,simulated
cell123,0.578494378598407,0.605736007177957,B,simulated
cell124,0.161690819310024,0.804762535413097,B,simulated
cell125,0.945985393365845,0.791430767493605,B,simulated
cell126,0.731950487941504,0.496381695615128,I,simulated
cell127,0.635779914213344,0.684907552060613,B,simulated
cell128,0.548915500985458,0.566926898524335,B,simulated
cell129,0.878702299436554,0.722685854649171,I,simulated
cell130,0.548134036827832,0.619501680183887,B,simulated
cell131,0.152230446925387,0.792237806458684,B,simulated
cell132,0.617354971822351,0.738436039537191,I,simulated
cell133,0.184966050088406,0.742921852719682,B,simulated
cell134,0.995693943463266,0.17525745369494,G,simulated
cell135,0.553130969870836,0.653464949004252,B,simulated
cell136,0.724295801948756,0.655119816351765,B,simulated
cell137,0.845413113478571,0.719493386550926,B,simulated
cell138,0.986170103074983,0.0043019349686801,G,simulated
cell139,0.192052271217108,0.695418870996523,B,simulated
cell140,0.0123126972466707,0.79711041984554,B,simulated
cell141,0.982231405563653,0.824383783907933,B,simulated
cell142,0.614407927729189,0.615816238126567,B,simulated
cell143,0.596418036380783,0.751377262407914,G,simulated
cell144,0.602541690925136,0.896756738889962,I,simulated
cell145,0.389566439203918,0.658023052209691,B,simulated
cell146,0.208200696157292,0.641995594044826,B,simulated
cell147,0.96754464530386,0.851935125435549,B,simulated
cell148,0.0090325952041894,0.838209076151298,B,simulated
cell149,0.724070019554347,0.73444216117519,B,simulated
cell150,0.977958403062075,0.0237196020316333,G,simulated
cell151,0.911733107408509,0.759345264555748,B,simulated
cell152,0.108706517610699,0.664700229652226,I,simulated
cell153,0.82695701206103,0.805315735595989,B,simulated
cell154,0.151250727241859,0.416975896107033,I,simulated
cell155,0.755960913607851,0.73695518122986,G,simulated
cell156,0.484952019294724,0.191461645532399,I,simulated
cell157,0.603717135731131,0.619668832170829,B,simulated
cell158,0.578817426925525,0.597902800582232,B,simulated
cell159,0.622533896472305,0.607384865127781,B,simulated
cell160,0.0542276876512915,0.787452361612377,B,simulated
cell161,0.328347969334573,0.674390666387787,B,simulated
cell162,0.540650926297531,0.448421583743766,G,simulated
cell163,0.326104212319478,0.621486487437165,B,simulated
cell164,0.840880275936797,0.413618489867076,G,simulated
cell165,0.687812265008688,0.70851705070814,B,simulated
cell166,0.435118762310594,0.540377019904554,I,simulated
cell167,0.345290561206639,0.671426466519412,B,simulated
cell168,0.839260120876133,0.434727954678237,I,simulated
cell169,0.964030562900007,0.786446375790582,B,simulated
cell170,0.286662196274847,0.408927438082173,G,simulated
cell171,0.0985625479370356,0.775196898424846,B,simulated
cell172,0.520089247729629,0.271649136440828,I,simulated
cell173,0.29906268347986,0.479947936255485,I,simulated
cell174,0.0390911479480565,0.116447958163917,I,simulated
cell175,0.88526805001311,0.607013378408104,C,simulated
cell176,0.545232744654641,0.46917633393181,C,simulated
cell177,0.556426203809679,0.499069440164419,C,simulated
cell178,0.200551702640951,0.548681729145843,C,simulated
cell179,0.648023285204545,0.783467293251306,I,simulated
cell180,0.951930950162932,0.648441883767933,C,simulated
cell181,0.765050170943141,0.476664790878855,C,simulated
cell182,0.418000930454582,0.806449778843671,G,simulated
cell183,0.163818698842078,0.545284827063985,C,simulated
cell184,0.0128300655633211,0.181274769129232,I,simulated
cell185,0.503105229698122,0.70167957036756,I,simulated
cell186,0.998190479585901,0.139769932953641,I,simulated
cell187,0.686247082659975,0.517749925376847,I,simulated
cell188,0.856556572718546,0.673643673378478,C,simulated
cell189,0.674926905892789,0.433310595505622,C,simulated
cell190,0.193584720371291,0.4943876376561,C,simulated
cell191,0.777961995685473,0.5105181397021,C,simulated
cell192,0.623183035058901,0.530756246785189,C,simulated
cell193,0.908813117770478,0.686599359029769,C,simulated
cell194,0.636052830377594,0.444124542825075,C,simulated
cell195,0.612267503049225,0.496277786983116,C,simulated
cell196,0.732683945912868,0.598951338557652,C,simulated
cell197,0.30904827429913,0.468210331578192,C,simulated
cell198,0.0348332037683576,0.409461895469576,G,simulated
cell199,0.902916644932702,0.565443118171221,C,simulated
cell200,0.355430755531415,0.433485732615038,C,simulated
cell201,0.191348967375234,0.661006069974974,G,simulated
cell202,0.796115287346765,0.556025077525716,C,simulated
cell203,0.991519900271669,0.673691028957432,C,simulated
cell204,0.955820479663089,0.599568276666105,I,simulated
cell205,0.681038181530312,0.466056743311946,C,simulated
cell206,0.452127365861088,0.989108063280582,G,simulated
cell207,0.289585855323821,0.0786890906747431,G,simulated
cell208,0.0450531146489084,0.686058188288569,C,simulated
cell209,0.361026513623074,0.554506561999495,C,simulated
cell210,0.459749833215028,0.060089017264545,I,simulated
cell211,0.865320366807282,0.611571350284829,C,simulated
cell212,0.274075388442725,0.565871094897295,C,simulated
cell213,0.460245917551219,0.543364313602551,C,simulated
cell214,0.846634769113734,0.662291511682581,C,simulated
cell215,0.648666127352044,0.468036092352122,I,simulated
cell216,0.723498867591843,0.162268893560395,G,simulated
cell217,0.183739605825394,0.85572654963471,G,simulated
cell218,0.419899144209921,0.121136029716581,I,simulated
cell219,0.221740602748469,0.0412319703027606,I,simulated
cell220,0.739428892266005,0.4573620841895,C,simulated
cell221,0.926286684349179,0.429456062382087,J,simulated
cell222,0.547570051858202,0.173035862157121,J,simulated
cell223,0.894858906045556,0.597859171245638,C,simulated
cell224,0.985953578026965,0.700094511266798,G,simulated
cell225,0.43821679498069,0.481192028081955,C,simulated
cell226,0.243717616423965,0.6004059019252,C,simulated
cell227,0.703622550936416,0.369667584309354,G,simulated
cell228,0.646554380655289,0.46212387870735,C,simulated
cell229,0.0236843016464263,0.702856835919748,C,simulated
cell230,0.757490194868296,0.572956009728955,C,simulated
cell231,0.621235851431265,0.472355051442207,C,simulated
cell232,0.821109476266429,0.549154720114608,C,simulated
cell233,0.226852368330583,0.493839248799649,C,simulated
cell234,0.774947164580226,0.188652145676315,G,simulated
cell235,0.815785174723715,0.5463490320111,C,simulated
cell236,0.338066075462848,0.557793493516618,C,simulated
cell237,0.631022671703249,0.431276772793146,C,simulated
cell238,0.804515284951776,0.586002407545803,C,simulated
cell239,0.599260383285582,0.428520667990285,C,simulated
cell240,0.732502511702478,0.601553288263431,C,simulated
cell241,0.182605325477198,0.847905479837209,J,simulated
cell242,0.270466800080612,0.541994414151394,C,simulated
cell243,0.433781205210835,0.434573016168943,C,simulated
cell244,0.797111178515479,0.554027477723029,C,simulated
cell245,0.390591111499816,0.542256143292173,C,simulated
cell246,0.3446082000155,0.565176868112758,G,simulated
cell247,0.620457822456956,0.563130751191351,C,simulated
cell248,0.489661965053529,0.420839338676565,C,simulated
cell249,0.89005762594752,0.131193000590429,J,simulated
cell250,0.944353046594188,0.669853412553812,C,simulated
cell251,0.187122593866661,0.552407664945349,J,simulated
cell252,0.647538147633895,0.45151071851645,C,simulated
cell253,0.159464698750526,0.0795711823739111,G,simulated
cell254,0.345849509350955,0.993171171983704,G,simulated
cell255,0.128030797233805,0.504451535297088,D,simulated
cell256,0.791987840551883,0.354769920090417,D,simulated
cell257,0.244292279705405,0.338174897909478,D,simulated
cell258,0.651207425631583,0.394692256493158,D,simulated
cell259,0.0795234602410346,0.478543282849792,D,simulated
cell260,0.914630736922845,0.500203764298931,J,simulated
cell261,0.358132516033947,0.290446477127547,D,simulated
cell262,0.824341639643535,0.809161158511415,G,simulated
cell263,0.441514278296381,0.263077097351402,D,simulated
cell264,0.0330435747746378,0.572719773693888,D,simulated
cell265,0.345994259463623,0.374146278400812,D,simulated
cell266,0.0549927281681448,0.525187865562438,D,simulated
cell267,0.729486028896645,0.440935264357179,D,simulated
cell268,0.139371580211446,0.399097818532046,D,simulated
cell269,0.750898677390069,0.359525880731177,D,simulated
cell270,0.297240925719962,0.42750101841739,D,simulated
cell271,0.788931001909077,0.34332431497285,D,simulated
cell272,0.636260916711763,0.697513051796705,G,simulated
cell273,0.18137007439509,0.793879875680432,J,simulated
cell274,0.27232878934592,0.973607792519033,J,simulated
cell275,0.68117539351806,0.339134497305223,D,simulated
cell276,0.508942850632593,0.379312495222455,D,simulated
cell277,0.518394236220047,0.379021780676523,D,simulated
cell278,0.940211971057579,0.519338928406291,D,simulated
cell279,0.80827600019984,0.404010823434256,D,simulated
cell280,0.820858160033822,0.357447380800613,D,simulated
cell281,0.572876166552305,0.0360480251256377,G,simulated
cell282,0.723660772200674,0.301204912678202,D,simulated
cell283,0.348315596114844,0.281393105930616,D,simulated
cell284,0.338880958035588,0.277966252978966,D,simulated
cell285,0.762914564926177,0.940777935320511,H,simulated
cell286,0.167209499981254,0.976895367493853,H,simulated
cell287,0.979424929479137,0.545993563184399,D,simulated
cell288,0.954078314593062,0.723834474338219,H,simulated
cell289,0.465985666029155,0.286751060403017,D,simulated
cell290,0.663131142267957,0.328268689097531,D,simulated
cell291,0.930269160075113,0.556467871004185,D,simulated
cell292,0.051395702874288,0.593163566873029,D,simulated
cell293,0.0302556408569217,0.52200727030853,D,simulated
cell294,0.390443866606802,0.743564314441755,H,simulated
cell295,0.252225442789495,0.351766429209656,D,simulated
cell296,0.0733296929392964,0.546851402439536,D,simulated
cell297,0.797445019008592,0.41971458932308,D,simulated
cell298,0.0006066809874027,0.499906725660777,D,simulated
cell299,0.937321127159521,0.97621127939783,H,simulated
cell300,0.629606759408489,0.302336446708068,H,simulated
cell301,0.926441082498059,0.925952294841409,J,simulated
cell302,0.759526326321065,0.449087155079067,D,simulated
cell303,0.0680566446390003,0.470775264332116,D,simulated
cell304,0.0393416727893054,0.653040420031175,H,simulated
cell305,0.2314126228448,0.454881032796814,D,simulated
cell306,0.844217273406684,0.472006092845047,D,simulated
cell307,0.979143189731985,0.0096327923238277,J,simulated
cell308,0.180715844267979,0.320730403531343,J,simulated
cell309,0.011842230334878,0.621228677319492,D,simulated
cell310,0.511282561346889,0.606133111286908,H,simulated
cell311,0.713167798472568,0.362686803011755,D,simulated
cell312,0.515779308741912,0.619626787956804,H,simulated
cell313,0.737621953478083,0.831181805580854,J,simulated
cell314,0.951694973744452,0.530922852520863,D,simulated
cell315,0.0080659666564315,0.505019054943937,D,simulated
cell316,0.329328123480082,0.388419773765233,D,simulated
cell317,0.852031402057037,0.281505858059973,H,simulated
cell318,0.988964308053255,0.575517267214742,D,simulated
cell319,0.713537937030196,0.185790070332587,H,simulated
cell320,0.0172604171093553,0.620481997668174,D,simulated
cell321,0.169091119430959,0.384155794881048,D,simulated
cell322,0.304839769611135,0.423056053129871,D,simulated
cell323,0.988279391778633,0.152091537369415,J,simulated
cell324,0.819160093553364,0.379269314476644,D,simulated
cell325,0.546708242734894,0.388956070877612,J,simulated
cell326,0.737357730511576,0.798320377478376,J,simulated
cell327,0.245400630636141,0.372260587276175,D,simulated
cell328,0.917914962396026,0.492821205695695,D,simulated
cell329,0.485872398130596,0.389209710225849,D,simulated
cell330,0.862280040048063,0.854183515766636,H,simulated
cell331,0.851547901751474,0.510235299293632,D,simulated
cell332,0.48215321241878,0.22148816669368,E,simulated
cell333,0.469897591043264,0.227467690023471,E,simulated
cell334,0.840857223374769,0.27460253587259,E,simulated
cell335,0.0741358816158026,0.345285090865702,E,simulated
cell336,0.941984581761062,0.15982635342516,J,simulated
cell337,0.316606726963073,0.195165371501285,E,simulated
cell338,0.205932205775753,0.220303051635823,E,simulated
cell339,0.158945484319702,0.3465251348634,E,simulated
cell340,0.132123112911358,0.299581680446863,H,simulated
cell341,0.773518321570009,0.135520145529881,H,simulated
cell342,0.625846923561767,0.127213633070252,E,simulated
cell343,0.94418031652458,0.999304079683498,H,simulated
cell344,0.848185253329575,0.248959826882771,E,simulated
cell345,0.42301669693552,0.190572497184714,E,simulated
cell346,0.556773921940476,0.690611169673502,J,simulated
cell347,0.302775404648855,0.307725571561605,H,simulated
cell348,0.331046731444076,0.182521191421527,E,simulated
cell349,0.536015809513628,0.102316236061945,E,simulated
cell350,0.383325100177899,0.161390173867505,E,simulated
cell351,0.484873810317367,0.245051391073678,E,simulated
cell352,0.260018564527854,0.127178748138249,J,simulated
cell353,0.139460131525993,0.268309538210939,E,simulated
cell354,0.665677926270291,0.227790772883401,E,simulated
cell355,0.914404640672728,0.350062176626939,E,simulated
cell356,0.79624678590335,0.306013641789385,E,simulated
cell357,0.124350324738771,0.332615492693374,E,simulated
cell358,0.653666286962107,0.211038030202148,E,simulated
cell359,0.895998652791604,0.326702805309151,E,simulated
cell360,0.222228918923065,0.451178178656846,H,simulated
cell361,0.403439063578844,0.363044220721349,J,simulated
cell362,0.235908598639071,0.303362225698083,E,simulated
cell363,0.179376674583182,0.223204622152935,E,simulated
cell364,0.146950974594802,0.379739538999274,H,simulated
cell365,0.261616713367403,0.254030995483788,E,simulated
cell366,0.972220650175586,0.388196891870085,E,simulated
cell367,0.738984195748344,0.184563037822479,E,simulated
cell368,0.0465780631639063,0.763721051858738,H,simulated
cell369,0.547289219219238,0.483383059501648,J,simulated
cell370,0.110413316637278,0.389885152529558,E,simulated
cell371,0.405594788491726,0.166270236950368,H,simulated
cell372,0.731025088112801,0.210175798518456,E,simulated
cell373,0.698187241097912,0.273631748277694,J,simulated
cell374,0.203732189722359,0.202976217374855,E,simulated
cell375,0.341126382583752,0.220311450965106,E,simulated
cell376,0.159737176494673,0.230812031701766,E,simulated
cell377,0.0277799861505628,0.386034987304482,E,simulated
cell378,0.349174266913906,0.271458626259118,H,simulated
cell379,0.0340835892129689,0.976368918083608,H,simulated
cell380,0.985674918629229,0.414546688532247,E,simulated
cell381,0.586510726017877,0.206391242099926,H,simulated
cell382,0.3317838429939,0.132088278516454,E,simulated
cell383,0.476160260150209,0.257805967470631,H,simulated
cell384,0.478679526597261,0.211323218860514,E,simulated
cell385,0.753280497156084,0.0419556275010109,J,simulated
cell386,0.87431461410597,0.384907496691986,E,simulated
cell387,0.107396731618792,0.397719775056157,E,simulated
cell388,0.589131383458152,0.218850340052146,E,simulated
cell389,0.680010580224916,0.120247034123167,J,simulated
cell390,0.187824572902173,0.573533334070817,H,simulated
cell391,0.719441554741934,0.213595700239961,E,simulated
cell392,0.0207473561167717,0.413437524795914,E,simulated
cell393,0.355132398894057,0.204308847687228,E,simulated
cell394,0.938932552468032,0.549660961842164,J,simulated
cell395,0.300490687368438,0.965143243782222,J,simulated
cell396,0.768639384768903,0.387371443910524,J,simulated
cell397,0.914464817848057,0.170967381214723,J,simulated
cell398,0.0275581204332411,0.0004601331893354,J,simulated
cell399,0.320863831555471,0.447693029651418,H,simulated
cell400,0.537548210704699,0.958248823881149,J,simulated
cell401,0.0611901716329157,0.947232743259519,J,simulated
cell402,0.557216746732593,0.178954466528537,E,simulated
cell403,0.19666068116203,0.528205805458128,J,simulated
cell404,0.51752297161147,0.164235109284528,E,simulated
cell405,0.619590382790193,0.207698207673173,E,simulated
cell406,0.899831461952999,0.281064830333661,E,simulated
cell407,0.520445639966056,0.212339093091558,E,simulated
cell408,0.555852150078863,0.952712614554912,J,simulated
cell409,0.838835598435253,0.923844841308892,J,simulated
cell410,0.86877013114281,0.330755880723729,E,simulated
cell411,0.711921588052064,0.278662404805864,E,simulated
cell412,0.712750991107896,0.262644090394737,E,simulated
cell413,0.545731114223599,0.801259214058518,H,simulated
cell414,0.655614877818152,0.349001836962998,J,simulated
cell415,0.150775877293199,0.350073541083455,E,simulated
cell416,0.811602990841493,0.760373865254223,H,simulated
cell417,0.928396024741232,0.368047282041351,E,simulated
cell418,0.249728105729446,0.178199360371073,E,simulated
cell419,0.949640661943704,0.226252708489034,F,simulated
cell420,0.769886926747859,0.501947660464793,H,simulated
cell421,0.743108100024983,0.112074310071874,F,simulated
cell422,0.446872616186738,0.0581631418996933,F,simulated
cell423,0.135504988254979,0.0639805088285357,J,simulated
cell424,0.0242725042626262,0.106743870908753,F,simulated
cell425,0.0044711783993989,0.717805012594908,H,simulated
cell426,0.16907201288268,0.472589896759018,H,simulated
cell427,0.10870642773807,0.219718934817193,F,simulated
cell428,0.971948891179636,0.173428176812394,F,simulated
cell429,0.0276612127199769,0.116948467446491,J,simulated
cell430,0.319349223747849,0.0984423232413331,F,simulated
cell431,0.923394252546132,0.825276036513969,H,simulated
cell432,0.0027283108793199,0.111245097773434,F,simulated
cell433,0.469004338141531,0.569789899978787,H,simulated
cell434,0.316830009920523,0.0633860321696252,F,simulated
cell435,0.636963426601142,0.0949888744263284,F,simulated
cell436,0.604820253327489,0.0067614331984478,F,simulated
cell437,0.601994413184002,0.0618960891636331,F,simulated
cell438,0.76490025781095,0.0675288389737851,F,simulated
cell439,0.526533902622759,0.0688938912935555,H,simulated
cell440,0.203431939939037,0.176058855866675,F,simulated
cell441,0.199408815708011,0.725763596361503,J,simulated
cell442,0.983997720759362,0.236285148098997,F,simulated
cell443,0.760412364499643,0.88325272127986,J,simulated
cell444,0.0455040491651744,0.265216403407976,H,simulated
cell445,0.668363975826651,0.517280569300056,H,simulated
cell446,0.446320013375953,0.460532294819131,H,simulated
cell447,0.32222953857854,0.0285231644374017,F,simulated
cell448,0.948325828416273,0.191054232585895,F,simulated
cell449,0.872648422373459,0.0445598895816491,F,simulated
cell450,0.345701188081875,0.317261677002534,H,simulated
cell451,0.106852315599099,0.16611896423181,F,simulated
cell452,0.175371180288494,0.0527373616256718,F,simulated
cell453,0.545449231984094,0.0581499831750989,J,simulated
cell454,0.538246971089393,0.0022160066991993,F,simulated
cell455,0.677318493835628,0.97440127027221,J,simulated
cell456,0.341553468490019,0.0381480498871464,F,simulated
cell457,0.490765410009772,0.282610320020467,J,simulated
cell458,0.235899189254269,0.060119299058936,F,simulated
cell459,0.93850437598303,0.306802070466802,H,simulated
cell460,0.863662094576284,0.0833397549419449,F,simulated
cell461,0.544415511656553,0.709676246857271,J,simulated
cell462,0.973674452165142,0.322252835585813,F,simulated
cell463,0.15302690025419,0.0597169262941265,F,simulated
cell464,0.907557403668761,0.427142362808809,J,simulated
cell465,0.365474891848862,0.609402093105018,J,simulated
cell466,0.555259485729039,0.0065329764554389,F,simulated
cell467,0.168723264476284,0.159817817552761,F,simulated
cell468,0.49851702991873,0.0238311575308587,F,simulated
cell469,0.846192315919325,0.140175252540942,F,simulated
cell470,0.630107166012749,0.0906339207512533,F,simulated
cell471,0.0742964008823037,0.0566188563283156,F,simulated
cell472,0.0574784153141081,0.17038858262822,H,simulated
cell473,0.113331404514611,0.0475127984361555,F,simulated
cell474,0.779306368669495,0.129267493295434,F,simulated
cell475,0.0329434145241976,0.116515548891287,F,simulated
cell476,0.0235336925834417,0.240061286038214,F,simulated
cell477,0.128545687533915,0.178638518882284,F,simulated
cell478,0.245509168598801,0.25817030435428,J,simulated
cell479,0.689999817172065,0.0494589707814157,J,simulated
cell480,0.232383898925036,0.0239746169085975,F,simulated
cell481,0.615310017252341,0.0351621380074353,F,simulated
cell482,0.608244844013825,0.907869935268536,J,simulated
cell483,0.421284572221339,0.0126319431768061,F,simulated
cell484,0.643181805498898,0.610477294772863,J,simulated
cell485,0.677669440861791,0.0775210978132432,F,simulated
cell486,0.932066241279244,0.900876796338707,H,simulated
cell487,0.935539643513039,0.286850244602903,F,simulated
cell488,0.12747734808363,0.827045953366905,H,simulated
cell489,0.134085374651477,0.187207672160164,F,simulated
cell490,0.624928650446236,0.72161983512342,J,simulated
cell491,0.100293198600411,0.224119130289182,H,simulated
cell492,0.0974752325564623,0.0367729449342832,F,simulated
cell493,0.566235000034794,0.0012387423937092,F,simulated
cell494,0.193931608228013,0.639343029120937,J,simulated
cell495,0.450956414220855,0.0598388556391001,J,simulated
cell496,0.262005450669676,0.130333199986072,F,simulated
cell497,0.737918032100424,0.0185124852328677,F,simulated
cell498,0.70291575579904,0.111288752510211,F,simulated
cell499,0.089432384353131,0.179774341081734,F,simulated
cell500,0.450593016808853,0.0833508810028434,H,simulated
