Cell_ID,x,y,Ground_Truth,Cell_Type,Lineage,Sample
cell56,0.0460176991150443,-0.464650315698236,0.0460176991150443,D,2,simulated
cell57,0.475,0.392459062393755,0.475,A,1,simulated
cell58,-0.479646017699115,-0.380699221976101,0.479646017699115,A,1,simulated
cell59,0.480357142857143,0.350588283035904,0.480357142857143,A,1,simulated
cell60,0.047787610619469,-0.819033885840327,0.047787610619469,D,2,simulated
cell61,0.0495575221238938,-0.204919406678528,0.0495575221238938,D,2,simulated
cell62,-0.484955752212389,0.0156660131178796,0.484955752212389,A,1,simulated
cell63,0.485714285714286,-0.236194448079914,0.485714285714286,A,1,simulated
cell64,-0.490265486725664,0.906722740270197,0.490265486725664,A,1,simulated
cell65,0.491071428571429,0.262084087822586,0.491071428571429,A,1,simulated
cell66,-0.0513274336283186,0.30446801148355,0.0513274336283186,D,2,simulated
cell67,0.0530973451327434,0.329596489667892,0.0530973451327434,D,2,simulated
cell68,0.0548672566371681,0.165762673132122,0.0548672566371681,D,2,simulated
cell69,-0.495575221238938,-0.0525533775798976,0.495575221238938,A,1,simulated
cell70,0.496428571428571,-0.032479599583894,0.496428571428571,A,1,simulated
cell71,-0.500884955752212,0.324350068345666,0.500884955752212,A,1,simulated
cell72,0.501785714285714,0.656070343218744,0.501785714285714,A,1,simulated
cell73,0.0566371681415929,0.726682201959193,0.0566371681415929,D,2,simulated
cell74,-0.0584070796460177,0.369901284109801,0.0584070796460177,D,2,simulated
cell75,-0.0601769911504425,-0.669808680657297,0.0601769911504425,D,2,simulated
cell76,-0.506194690265487,0.369485130533576,0.506194690265487,A,1,simulated
cell77,-0.0619469026548673,-0.0286738579161465,0.0619469026548673,D,2,simulated
cell78,0.507142857142857,-0.199904063716531,0.507142857142857,A,1,simulated
cell79,-0.511504424778761,0.125766861718148,0.511504424778761,A,1,simulated
cell80,-0.063716814159292,0.137194112408906,0.063716814159292,D,2,simulated
cell81,-0.0654867256637168,0.564099224284291,0.0654867256637168,D,2,simulated
cell82,0.5125,0.239166201092303,0.5125,A,1,simulated
cell83,-0.0672566371681416,0.585088608786464,0.0672566371681416,D,2,simulated
cell84,-0.516814159292035,-0.673629858065397,0.516814159292035,A,1,simulated
cell85,0.517857142857143,0.932398836594075,0.517857142857143,A,1,simulated
cell86,0.0690265486725664,0.859122523106635,0.0690265486725664,D,2,simulated
cell87,-0.52212389380531,-0.973630947992206,0.52212389380531,A,1,simulated
cell88,0.0707964601769912,0.60032809805125,0.0707964601769912,D,2,simulated
cell89,0.523214285714286,-0.684498824644834,0.523214285714286,A,1,simulated
cell90,-0.527433628318584,-0.496915149502456,0.527433628318584,A,1,simulated
cell91,-0.0725663716814159,-0.321693445090204,0.0725663716814159,D,2,simulated
cell92,0.0743362831858407,-0.57396604726091,0.0743362831858407,D,2,simulated
cell93,0.528571428571429,-0.235089336056262,0.528571428571429,A,1,simulated
cell94,-0.532743362831858,-0.792701371945441,0.532743362831858,A,1,simulated
cell95,0.0761061946902655,0.719339965377003,0.0761061946902655,D,2,simulated
cell96,0.533928571428571,0.404912863392383,0.533928571428571,A,1,simulated
cell97,0.0778761061946903,0.397814793046564,0.0778761061946903,D,2,simulated
cell98,0.0796460176991151,0.594829949550331,0.0796460176991151,D,2,simulated
cell99,-0.0814159292035398,0.484362000599504,0.0814159292035398,D,2,simulated
cell100,-0.538053097345133,-0.993773668538779,0.538053097345133,A,1,simulated
cell101,0.539285714285714,0.678168919403106,0.539285714285714,A,1,simulated
cell102,-0.543362831858407,-0.0323254116810858,0.543362831858407,A,1,simulated
cell103,0.0831858407079646,0.10757193621248,0.0831858407079646,D,2,simulated
cell104,0.0849557522123894,0.70792742818594,0.0849557522123894,D,2,simulated
cell105,0.544642857142857,0.998111550230533,0.544642857142857,A,1,simulated
cell106,-0.548672566371681,-0.112403142731637,0.548672566371681,A,1,simulated
cell107,0.0867256637168142,-0.10776693187654,0.0867256637168142,D,2,simulated
cell108,0.55,0.522000705357641,0.55,A,1,simulated
cell109,-0.553982300884956,-0.429678750690073,0.553982300884956,A,1,simulated
cell110,-0.088495575221239,0.39785630768165,0.088495575221239,D,2,simulated
cell111,0.555357142857143,-0.508083498105407,0.555357142857143,A,1,simulated
cell112,-0.55929203539823,0.316127638332546,0.55929203539823,A,1,simulated
cell113,-0.0902654867256637,-0.73039813619107,0.0902654867256637,D,2,simulated
cell114,0.560714285714286,-0.0376931116916239,0.560714285714286,A,1,simulated
cell115,-0.564601769911504,-0.575192246120423,0.564601769911504,A,1,simulated
cell116,0.0920353982300885,0.0937725938856602,0.0920353982300885,D,2,simulated
cell117,0.0938053097345133,-0.794887615833431,0.0938053097345133,D,2,simulated
cell118,0.566071428571429,-0.899580697529018,0.566071428571429,A,1,simulated
cell119,0.0955752212389381,0.819435524754226,0.0955752212389381,D,2,simulated
cell120,-0.569911504424779,0.945857115089893,0.569911504424779,A,1,simulated
cell121,-0.0973451327433628,0.485539154615253,0.0973451327433628,D,2,simulated
cell122,-0.0991150442477876,0.230356718413532,0.0991150442477876,D,2,simulated
cell123,0.571428571428571,0.967480990104377,0.571428571428571,A,1,simulated
cell124,0.100884955752212,0.53261992149055,0.100884955752212,D,2,simulated
cell125,-0.575221238938053,-0.721584993880242,0.575221238938053,A,1,simulated
cell126,0.576785714285714,-0.837697683367878,0.576785714285714,A,1,simulated
cell127,0.102654867256637,0.227560026105493,0.102654867256637,D,2,simulated
cell128,-0.104424778761062,0.127021776512265,0.104424778761062,D,2,simulated
cell129,-0.580530973451327,-0.465708495117724,0.580530973451327,A,1,simulated
cell130,0.582142857142857,0.415876973886043,0.582142857142857,A,1,simulated
cell131,-0.106194690265487,0.92994868196547,0.106194690265487,D,2,simulated
cell132,-0.107964601769912,-0.781006149947643,0.107964601769912,D,2,simulated
cell133,0.109734513274336,-0.502627067733556,0.109734513274336,D,2,simulated
cell134,-0.585840707964602,-0.290574487298727,0.585840707964602,A,1,simulated
cell135,0.5875,0.404403204564005,0.5875,A,1,simulated
cell136,-0.111504424778761,0.0730333677493036,0.111504424778761,D,2,simulated
cell137,-0.113274336283186,0.387119602411985,0.113274336283186,D,2,simulated
cell138,0.115044247787611,0.617377803195268,0.115044247787611,D,2,simulated
cell139,-0.591150442477876,-0.154649219010025,0.591150442477876,A,1,simulated
cell140,-0.116814159292035,0.792845959309489,0.116814159292035,D,2,simulated
cell141,-0.11858407079646,-0.51204006979242,0.11858407079646,D,2,simulated
cell142,0.592857142857143,0.857722939923406,0.592857142857143,A,1,simulated
cell143,-0.59646017699115,0.818310800008476,0.59646017699115,A,1,simulated
cell144,0.598214285714286,0.296846203505993,0.598214285714286,A,1,simulated
cell145,-0.120353982300885,0.109670209232718,0.120353982300885,D,2,simulated
cell146,-0.601769911504425,-0.186124789062887,0.601769911504425,B,1,simulated
cell147,0.603571428571429,0.004796246998012,0.603571428571429,B,1,simulated
cell148,-0.607079646017699,-0.764203052502126,0.607079646017699,B,1,simulated
cell149,-0.12212389380531,0.603408349212259,0.12212389380531,D,2,simulated
cell150,0.123893805309735,0.114050674252212,0.123893805309735,D,2,simulated
cell151,0.608928571428571,0.10063558910042,0.608928571428571,B,1,simulated
cell152,-0.612389380530973,0.148703528102487,0.612389380530973,B,1,simulated
cell153,0.125663716814159,-0.726088882423937,0.125663716814159,D,2,simulated
cell154,0.614285714285714,0.747654859907925,0.614285714285714,B,1,simulated
cell155,-0.127433628318584,-0.237020024564117,0.127433628318584,D,2,simulated
cell156,0.129203539823009,-0.122388564050198,0.129203539823009,D,2,simulated
cell157,-0.617699115044248,-0.0838320907205343,0.617699115044248,B,1,simulated
cell158,0.130973451327434,0.302787915337831,0.130973451327434,D,2,simulated
cell159,-0.132743362831858,-0.580346712376922,0.132743362831858,D,2,simulated
cell160,0.619642857142857,-0.47010563313961,0.619642857142857,B,1,simulated
cell161,0.134513274336283,0.999876239802688,0.134513274336283,E,2,simulated
cell162,-0.136283185840708,-0.112728112842888,0.136283185840708,E,2,simulated
cell163,0.138053097345133,-0.203352945391089,0.138053097345133,E,2,simulated
cell164,0.139823008849558,0.956659082323313,0.139823008849558,E,2,simulated
cell165,-0.623008849557522,0.40296568069607,0.623008849557522,B,1,simulated
cell166,0.625,0.682180453557521,0.625,B,1,simulated
cell167,0.141592920353982,-0.0082900584675371,0.141592920353982,E,2,simulated
cell168,-0.628318584070797,-0.636773368809372,0.628318584070797,B,1,simulated
cell169,-0.143362831858407,-0.231308531947434,0.143362831858407,E,2,simulated
cell170,0.630357142857143,-0.645966524723917,0.630357142857143,B,1,simulated
cell171,-0.633628318584071,0.362455677241087,0.633628318584071,B,1,simulated
cell172,0.145132743362832,0.376190348528326,0.145132743362832,E,2,simulated
cell173,0.635714285714286,0.180217804387212,0.635714285714286,B,1,simulated
cell174,-0.638938053097345,0.909341119229794,0.638938053097345,B,1,simulated
cell175,0.641071428571429,0.193305742926896,0.641071428571429,B,1,simulated
cell176,0.146902654867257,-0.648946409113705,0.146902654867257,E,2,simulated
cell177,-0.148672566371681,0.834974168334156,0.148672566371681,E,2,simulated
cell178,0.150442477876106,-0.38249764079228,0.150442477876106,E,2,simulated
cell179,0.152212389380531,0.901012192945927,0.152212389380531,E,2,simulated
cell180,-0.153982300884956,0.276805442757905,0.153982300884956,E,2,simulated
cell181,0.155752212389381,-0.527715506032109,0.155752212389381,E,2,simulated
cell182,0.157522123893805,0.70158929284662,0.157522123893805,E,2,simulated
cell183,-0.64424778761062,0.239871224854141,0.64424778761062,B,1,simulated
cell184,0.646428571428571,0.213527376297861,0.646428571428571,B,1,simulated
cell185,-0.15929203539823,0.646395864430815,0.15929203539823,E,2,simulated
cell186,-0.161061946902655,0.180738257709891,0.161061946902655,E,2,simulated
cell187,-0.649557522123894,-0.265417002607137,0.649557522123894,B,1,simulated
cell188,0.651785714285714,-0.83811983698979,0.651785714285714,B,1,simulated
cell189,-0.16283185840708,0.823950158432126,0.16283185840708,E,2,simulated
cell190,-0.654867256637168,-0.464816054329276,0.654867256637168,B,1,simulated
cell191,-0.164601769911504,0.76603794330731,0.164601769911504,E,2,simulated
cell192,0.166371681415929,-0.448136531747878,0.166371681415929,E,2,simulated
cell193,-0.168141592920354,0.856660875026137,0.168141592920354,E,2,simulated
cell194,0.657142857142857,-0.161509898491204,0.657142857142857,B,1,simulated
cell195,0.169911504424779,0.565049984492362,0.169911504424779,E,2,simulated
cell196,-0.660176991150442,0.72533609252423,0.660176991150442,B,1,simulated
cell197,0.6625,0.672678992152214,0.6625,B,1,simulated
cell198,0.171681415929204,0.946186450310051,0.171681415929204,E,2,simulated
cell199,-0.665486725663717,0.870551463682204,0.665486725663717,B,1,simulated
cell200,0.667857142857143,0.311650637537241,0.667857142857143,B,1,simulated
cell201,-0.173451327433628,-0.403942522592843,0.173451327433628,E,2,simulated
cell202,-0.670796460176991,0.991047203540802,0.670796460176991,B,1,simulated
cell203,0.673214285714286,0.498797099571675,0.673214285714286,B,1,simulated
cell204,-0.676106194690266,0.0707650715485215,0.676106194690266,B,1,simulated
cell205,0.175221238938053,0.914958141744137,0.175221238938053,E,2,simulated
cell206,0.176991150442478,0.089974092785269,0.176991150442478,E,2,simulated
cell207,0.678571428571429,-0.180839233566076,0.678571428571429,B,1,simulated
cell208,-0.68141592920354,0.54487160872668,0.68141592920354,B,1,simulated
cell209,0.683928571428571,-0.092870517168194,0.683928571428571,B,1,simulated
cell210,0.178761061946903,0.309226715937257,0.178761061946903,E,2,simulated
cell211,-0.686725663716814,0.323358041699976,0.686725663716814,B,1,simulated
cell212,-0.180530973451327,-0.05178411770612,0.180530973451327,E,2,simulated
cell213,-0.182300884955752,-0.413889284711331,0.182300884955752,E,2,simulated
cell214,0.689285714285714,-0.787240813486278,0.689285714285714,B,1,simulated
cell215,-0.184070796460177,-0.166590004228055,0.184070796460177,E,2,simulated
cell216,-0.692035398230089,0.553263917099684,0.692035398230089,B,1,simulated
cell217,0.185840707964602,-0.862915539648384,0.185840707964602,E,2,simulated
cell218,0.694642857142857,0.913005234673619,0.694642857142857,B,1,simulated
cell219,-0.697345132743363,-0.682219220325351,0.697345132743363,B,1,simulated
cell220,-0.187610619469027,0.390161566436291,0.187610619469027,E,2,simulated
cell221,-0.189380530973451,0.654171567410231,0.189380530973451,E,2,simulated
cell222,-0.191150442477876,0.278757660184056,0.191150442477876,E,2,simulated
cell223,0.7,-0.831430218182504,0.7,B,1,simulated
cell224,0.192920353982301,0.263985495548695,0.192920353982301,E,2,simulated
cell225,-0.702654867256637,-0.900135321542621,0.702654867256637,B,1,simulated
cell226,-0.194690265486726,0.578609579708427,0.194690265486726,E,2,simulated
cell227,0.19646017699115,0.376997898798436,0.19646017699115,E,2,simulated
cell228,0.198230088495575,-0.385833839420229,0.198230088495575,E,2,simulated
cell229,0.2,-0.908551292493939,0.2,E,2,simulated
cell230,0.201769911504425,-0.543842626269907,0.201769911504425,E,2,simulated
cell231,0.20353982300885,-0.103458061814308,0.20353982300885,E,2,simulated
cell232,-0.205309734513274,-0.188405943568796,0.205309734513274,E,2,simulated
cell233,0.705357142857143,0.495797210838646,0.705357142857143,B,1,simulated
cell234,0.207079646017699,-0.452695070765913,0.207079646017699,E,2,simulated
cell235,-0.707964601769911,-0.338721850886941,0.707964601769911,B,1,simulated
cell236,0.208849557522124,-0.465540138538927,0.208849557522124,E,2,simulated
cell237,0.210619469026549,-0.135087652597576,0.210619469026549,E,2,simulated
cell238,0.212389380530973,0.248509047552943,0.212389380530973,E,2,simulated
cell239,-0.214159292035398,0.444939583539963,0.214159292035398,E,2,simulated
cell240,0.215929203539823,-0.288658258039504,0.215929203539823,E,2,simulated
cell241,-0.217699115044248,-0.962099576368928,0.217699115044248,E,2,simulated
cell242,0.710714285714286,0.917171865236014,0.710714285714286,B,1,simulated
cell243,-0.713274336283186,-0.0829285611398518,0.713274336283186,B,1,simulated
cell244,0.716071428571429,-0.0915016252547503,0.716071428571429,B,1,simulated
cell245,-0.219469026548673,0.0563756246119738,0.219469026548673,E,2,simulated
cell246,-0.71858407079646,-0.42329324176535,0.71858407079646,B,1,simulated
cell247,-0.221238938053097,-0.905275024473667,0.221238938053097,E,2,simulated
cell248,0.721428571428572,0.527388786897063,0.721428571428572,B,1,simulated
cell249,-0.723893805309735,0.14006657153368,0.723893805309735,B,1,simulated
cell250,0.726785714285714,0.0729960007593036,0.726785714285714,B,1,simulated
cell251,0.223008849557522,0.695153810549527,0.223008849557522,E,2,simulated
cell252,0.224778761061947,-0.613610710948706,0.224778761061947,E,2,simulated
cell253,-0.729203539823009,0.274561712983996,0.729203539823009,B,1,simulated
cell254,0.732142857142857,-0.697193438652903,0.732142857142857,B,1,simulated
cell255,-0.734513274336283,0.176749107427895,0.734513274336283,B,1,simulated
cell256,0.7375,-0.769569790922105,0.7375,B,1,simulated
cell257,-0.739823008849558,0.200714328326285,0.739823008849558,B,1,simulated
cell258,0.226548672566372,-0.801543183624744,0.226548672566372,E,2,simulated
cell259,0.228318584070796,0.587855151388794,0.228318584070796,E,2,simulated
cell260,0.230088495575221,0.911460717674345,0.230088495575221,E,2,simulated
cell261,0.742857142857143,0.326521585695446,0.742857142857143,B,1,simulated
cell262,0.231858407079646,-0.751572573091835,0.231858407079646,E,2,simulated
cell263,-0.233628318584071,0.488933228421956,0.233628318584071,E,2,simulated
cell264,-0.745132743362832,-0.893154579680413,0.745132743362832,B,1,simulated
cell265,0.748214285714286,0.770283248275518,0.748214285714286,B,1,simulated
cell266,0.235398230088496,-0.145284196361899,0.235398230088496,E,2,simulated
cell267,-0.750442477876106,-0.972719516139477,0.750442477876106,B,1,simulated
cell268,0.753571428571429,-0.384525918867439,0.753571428571429,B,1,simulated
cell269,-0.75575221238938,-0.0926733207888901,0.75575221238938,B,1,simulated
cell270,0.23716814159292,-0.0317427050322294,0.23716814159292,E,2,simulated
cell271,0.758928571428571,0.0865064063109457,0.758928571428571,B,1,simulated
cell272,0.238938053097345,0.148991878144443,0.238938053097345,E,2,simulated
cell273,-0.24070796460177,-0.84118975000456,0.24070796460177,E,2,simulated
cell274,0.242477876106195,-0.882524571381509,0.242477876106195,E,2,simulated
cell275,-0.761061946902655,-0.677502623293549,0.761061946902655,B,1,simulated
cell276,0.764285714285714,-0.506316263694316,0.764285714285714,B,1,simulated
cell277,0.24424778761062,0.63697457825765,0.24424778761062,E,2,simulated
cell278,-0.246017699115044,-0.591329617891461,0.246017699115044,E,2,simulated
cell279,-0.766371681415929,-0.728583628777415,0.766371681415929,B,1,simulated
cell280,-0.247787610619469,-0.721908356063068,0.247787610619469,E,2,simulated
cell281,0.769642857142857,0.18732042517513,0.769642857142857,B,1,simulated
cell282,0.249557522123894,-0.212845078669488,0.249557522123894,E,2,simulated
cell283,-0.251327433628319,0.887350605335087,0.251327433628319,E,2,simulated
cell284,-0.771681415929204,-0.347213207744062,0.771681415929204,B,1,simulated
cell285,0.253097345132743,0.898810665123165,0.253097345132743,E,2,simulated
cell286,0.775,-0.198650506325066,0.775,B,1,simulated
cell287,-0.776991150442478,-0.35555025562644,0.776991150442478,B,1,simulated
cell288,0.780357142857143,-0.95024297060445,0.780357142857143,B,1,simulated
cell289,0.254867256637168,0.726180722005665,0.254867256637168,E,2,simulated
cell290,-0.782300884955752,-0.466180934105068,0.782300884955752,B,1,simulated
cell291,-0.256637168141593,0.948576712049544,0.256637168141593,E,2,simulated
cell292,0.258407079646018,0.516991381067783,0.258407079646018,E,2,simulated
cell293,0.785714285714286,-0.77437172550708,0.785714285714286,B,1,simulated
cell294,-0.787610619469027,0.532221122644842,0.787610619469027,B,1,simulated
cell295,-0.260176991150443,0.469642040319741,0.260176991150443,E,2,simulated
cell296,0.791071428571429,0.693254484329373,0.791071428571429,B,1,simulated
cell297,-0.792920353982301,-0.239331650082022,0.792920353982301,B,1,simulated
cell298,0.261946902654867,0.225021615624428,0.261946902654867,E,2,simulated
cell299,-0.263716814159292,-0.526541796512902,0.263716814159292,E,2,simulated
cell300,0.265486725663717,-0.131658593192697,0.265486725663717,E,2,simulated
cell301,-0.267256637168142,-0.771752235013992,0.267256637168142,E,2,simulated
cell302,0.796428571428571,-0.0330485231243074,0.796428571428571,B,1,simulated
cell303,-0.798230088495575,0.434221824165434,0.798230088495575,B,1,simulated
cell304,0.801785714285714,-0.596324205864221,0.801785714285714,B,1,simulated
cell305,-0.80353982300885,-0.627472961321473,0.80353982300885,C,1,simulated
cell306,0.807142857142857,0.503086478915066,0.807142857142857,C,1,simulated
cell307,-0.269026548672566,-0.0353374513797462,0.269026548672566,F,2,simulated
cell308,-0.270796460176991,0.131546373479068,0.270796460176991,F,2,simulated
cell309,-0.808849557522124,0.924593362957239,0.808849557522124,C,1,simulated
cell310,0.8125,0.904614606872201,0.8125,C,1,simulated
cell311,0.272566371681416,0.160055700223893,0.272566371681416,F,2,simulated
cell312,-0.814159292035398,-0.17869332851842,0.814159292035398,C,1,simulated
cell313,-0.274336283185841,0.943674735259265,0.274336283185841,F,2,simulated
cell314,0.817857142857143,-0.240290600340813,0.817857142857143,C,1,simulated
cell315,-0.819469026548673,0.362324521876872,0.819469026548673,C,1,simulated
cell316,0.823214285714286,-0.701747559942305,0.823214285714286,C,1,simulated
cell317,-0.276106194690266,0.11660602549091,0.276106194690266,F,2,simulated
cell318,-0.824778761061947,-0.732619417831302,0.824778761061947,C,1,simulated
cell319,0.27787610619469,-0.985985815990716,0.27787610619469,F,2,simulated
cell320,0.828571428571429,-0.119626539293677,0.828571428571429,C,1,simulated
cell321,-0.830088495575221,0.464214697480202,0.830088495575221,C,1,simulated
cell322,0.279646017699115,0.959671448450536,0.279646017699115,F,2,simulated
cell323,-0.28141592920354,-0.277396165765822,0.28141592920354,F,2,simulated
cell324,0.833928571428571,-0.929053764324635,0.833928571428571,C,1,simulated
cell325,-0.835398230088496,0.230277580674738,0.835398230088496,C,1,simulated
cell326,-0.283185840707965,0.424339135177433,0.283185840707965,F,2,simulated
cell327,0.284955752212389,0.744425406679511,0.284955752212389,F,2,simulated
cell328,-0.286725663716814,0.274062086362392,0.286725663716814,F,2,simulated
cell329,0.839285714285714,0.602320614270866,0.839285714285714,C,1,simulated
cell330,0.288495575221239,0.318013677373528,0.288495575221239,F,2,simulated
cell331,-0.84070796460177,0.263386955484748,0.84070796460177,C,1,simulated
cell332,0.844642857142857,-0.246995968744159,0.844642857142857,C,1,simulated
cell333,-0.290265486725664,0.990536108613014,0.290265486725664,F,2,simulated
cell334,0.292035398230089,0.719376496504992,0.292035398230089,F,2,simulated
cell335,0.293805309734513,-0.586751552764326,0.293805309734513,F,2,simulated
cell336,-0.846017699115044,-0.473690127488226,0.846017699115044,C,1,simulated
cell337,-0.295575221238938,-0.253995269071311,0.295575221238938,F,2,simulated
cell338,-0.297345132743363,-0.387762156780809,0.297345132743363,F,2,simulated
cell339,-0.299115044247788,-0.691597622353584,0.299115044247788,F,2,simulated
cell340,0.300884955752212,-0.238105865195394,0.300884955752212,F,2,simulated
cell341,0.85,0.404404560104012,0.85,C,1,simulated
cell342,0.302654867256637,0.883308223448694,0.302654867256637,F,2,simulated
cell343,0.304424778761062,-0.468643318396062,0.304424778761062,F,2,simulated
cell344,-0.851327433628319,0.0009086346253752,0.851327433628319,C,1,simulated
cell345,0.306194690265487,0.363519337493926,0.306194690265487,F,2,simulated
cell346,-0.307964601769912,0.63325960142538,0.307964601769912,F,2,simulated
cell347,-0.309734513274336,0.323544656392187,0.309734513274336,F,2,simulated
cell348,0.855357142857143,0.872329126577824,0.855357142857143,C,1,simulated
cell349,-0.856637168141593,0.626553939189762,0.856637168141593,C,1,simulated
cell350,0.311504424778761,0.593662427272648,0.311504424778761,F,2,simulated
cell351,0.860714285714286,-0.193837242666632,0.860714285714286,C,1,simulated
cell352,-0.861946902654867,-0.594557480886579,0.861946902654867,C,1,simulated
cell353,0.866071428571429,-0.826142962556332,0.866071428571429,C,1,simulated
cell354,-0.867256637168142,0.578946028836071,0.867256637168142,C,1,simulated
cell355,0.871428571428571,-0.367358335759491,0.871428571428571,C,1,simulated
cell356,-0.872566371681416,-0.0294452914968133,0.872566371681416,C,1,simulated
cell357,0.876785714285714,0.64036531932652,0.876785714285714,C,1,simulated
cell358,0.313274336283186,0.566170336212963,0.313274336283186,F,2,simulated
cell359,-0.87787610619469,-0.463216667063534,0.87787610619469,C,1,simulated
cell360,0.882142857142857,-0.648566199932247,0.882142857142857,C,1,simulated
cell361,0.315044247787611,0.83739908086136,0.315044247787611,F,2,simulated
cell362,-0.316814159292035,0.739354587625712,0.316814159292035,F,2,simulated
cell363,-0.883185840707965,-0.493030740879476,0.883185840707965,C,1,simulated
cell364,0.8875,-0.800887704826891,0.8875,C,1,simulated
cell365,-0.31858407079646,0.630509559530765,0.31858407079646,F,2,simulated
cell366,-0.320353982300885,0.646915297955275,0.320353982300885,F,2,simulated
cell367,-0.888495575221239,-0.894830137025565,0.888495575221239,C,1,simulated
cell368,0.32212389380531,-0.901458569802344,0.32212389380531,F,2,simulated
cell369,0.892857142857143,0.130550160072744,0.892857142857143,C,1,simulated
cell370,-0.323893805309735,0.827369608450681,0.323893805309735,F,2,simulated
cell371,-0.893805309734513,-0.304136241786182,0.893805309734513,C,1,simulated
cell372,0.325663716814159,-0.600318502634764,0.325663716814159,F,2,simulated
cell373,0.898214285714286,-0.419667265377939,0.898214285714286,C,1,simulated
cell374,-0.327433628318584,0.281693845055997,0.327433628318584,F,2,simulated
cell375,-0.899115044247788,0.658896921668202,0.899115044247788,C,1,simulated
cell376,0.329203539823009,0.119328061584383,0.329203539823009,F,2,simulated
