"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454"
"A6_TF2",0,0,0,31840,0,31619,37463,19570,0,0,11523,0,0,25615,25549,21656,0,14483,0,30753,18042,0,39686,0,0,0,14358,0,0,0,0,34233,24698,0,17330,19370,0,0,12070,76308,30213,0,21795,0,0,0,0,34612,18556,34658,26030,0,0,0,35433,28402,0,0,0,45099,12706,0,0,0,0,26659,26915,19330,0,0,0,0,30096,31125,36439,0,42646,0,0,22638,32350,0,37856,0,0,24675,0,31362,0,0,12121,33846,0,0,21492,0,31475,32094,24895,0,0,0,37627,25058,0,0,39297,0,0,31389,0,0,26575,0,0,26010,22443,0,32858,0,23162,26962,0,15066,0,0,37591,31444,0,0,39989,31561,30249,0,0,21428,34054,39859,0,21544,16071,0,0,0,15201,0,0,0,14858,26709,0,0,25949,0,31496,31654,0,36937,17174,0,28618,37692,31452,18764,0,0,21876,0,21235,0,0,24693,0,0,0,39768,26703,31225,26856,42465,26761,22682,0,0,20313,25413,0,0,22236,0,45748,11786,24934,0,23717,0,0,16921,0,0,16679,0,0,0,40020,28670,0,0,0,24851,0,26073,26693,0,39991,0,20647,0,0,22014,30171,26732,0,18476,0,25064,32106,21495,25987,30001,24950,27107,0,19803,0,39767,32822,25050,11393,34600,24734,0,0,0,37657,0,28973,0,0,0,26062,20278,0,0,0,0,0,18651,24877,43073,0,19320,34960,0,0,31143,0,0,0,29827,0,15314,43019,23212,0,0,32382,22089,0,40217,0,30550,44798,0,26998,0,0,0,17346,0,30538,14304,0,0,31469,0,0,19608,26904,38322,26983,0,0,0,0,0,11932,17935,0,0,22569,0,11252,0,0,0,16899,0,35350,0,0,28528,44369,0,0,11545,18286,31837,0,37977,0,0,37513,25518,32866,0,30001,22350,33144,24315,0,32855,22964,0,31946,38289,23901,0,0,9998,0,0,0,0,0,0,0,21409,0,0,24849,20196,0,0,37569,32046,0,27401,0,12654,0,36593,0,20416,0,15854,31981,46244,0,0,0,0,22610,16908,0,0,15553,14424,0,0,32228,0,38293,0,37319,0,0,0,24780,0,27541,25007,35281,39365,0,0,26193,19680,0,19369,0,0,0,19678,11606,0,0,0,0,0,0,0,22704,25135,0,44265,0,24908,30298,15328,0,25305,0,13219,20343,42904,0,0,30545,23111,0,27379,0,27564,24632,0,0,18050,20023,0,43395,17174,34703,31845
"A7_TF1",54581,38204,39579,0,36923,0,0,0,37324,34692,0,37957,46740,0,0,0,46856,0,33795,0,0,40009,0,39775,39058,41606,0,42612,34873,45716,35254,0,0,30460,0,0,48922,39848,0,0,0,25950,0,37450,41383,31341,43701,0,0,0,0,33827,33059,30962,0,0,30510,35985,35602,0,0,37548,41040,42761,40285,0,0,0,39901,30384,32632,34941,0,0,0,41301,0,40716,38952,0,0,42450,0,37484,38295,0,39027,0,29985,42770,0,0,42373,37727,0,42695,0,0,0,32668,29662,44130,0,0,40007,33021,0,37082,45916,0,45768,48856,0,42187,35655,0,0,45239,0,28043,0,0,45417,0,36351,33257,0,0,43163,41991,0,0,0,34609,38381,0,0,0,37567,0,0,50708,36800,47222,0,36570,41360,48512,0,0,37655,36090,0,42347,0,0,51409,0,0,34825,0,0,0,0,36029,35975,0,37708,0,41220,41045,0,32422,39158,43932,0,0,0,0,0,0,0,34551,35279,0,0,51303,36547,0,41307,0,0,0,39649,0,42337,34008,0,39106,46509,0,31154,48353,37202,0,0,37869,26661,40396,0,43357,0,0,47849,0,35149,0,46080,40783,0,0,0,43972,0,31598,0,0,0,0,0,0,0,45329,0,35865,0,0,0,0,0,0,36656,30795,42891,0,37702,0,36195,37987,39714,0,0,45047,29071,24312,42826,36986,0,0,0,27367,0,0,41607,40495,0,36965,31777,31765,0,42107,0,0,0,46134,35850,0,0,33824,0,40085,0,0,46619,0,42723,29782,36136,0,38109,0,0,42333,36028,0,42700,43877,0,0,0,0,39874,48091,29825,43669,61682,0,0,42061,38457,0,44947,0,39427,44469,36058,0,35440,0,32523,40939,0,0,36811,32583,0,0,0,46967,0,35518,37280,0,0,0,44215,0,0,0,0,36330,0,0,45527,0,0,0,43025,41797,0,36633,41809,38905,35726,29942,39753,35107,0,27271,35749,0,0,37503,45352,0,0,45719,0,39239,0,30396,0,42909,0,40579,0,0,0,35721,20060,41845,29462,0,0,36891,43865,0,0,39047,39305,0,37507,0,35878,0,26164,29958,40554,0,39176,0,0,0,0,39280,40086,0,0,35652,0,33428,35343,50661,0,0,35175,36904,32584,43123,32402,32090,38145,0,0,35473,0,24966,0,0,0,45813,0,41842,0,0,0,44034,41341,0,0,53935,0,40531,0,0,30104,43748,0,0,33267,0,0,0,0
"A7_TF2",25124,21451,21964,0,24607,0,0,0,28673,11350,0,22086,17694,0,0,0,35441,0,16064,0,0,23548,0,22773,28167,22692,0,28614,14724,22775,17143,0,0,18001,0,0,23256,20319,0,0,0,19087,0,21999,19041,14583,13373,0,0,0,0,16167,16833,22445,0,0,23808,20456,10532,0,0,27060,31803,18068,20284,0,0,0,25439,18991,13794,14222,0,0,0,27998,0,18945,20902,0,0,31565,0,17599,14899,0,19927,0,19908,21287,0,0,30852,14249,0,17736,0,0,0,20757,13002,23740,0,0,16608,26075,0,16021,21178,0,24347,29124,0,26154,24284,0,0,20774,0,24168,0,0,24835,0,18176,19059,0,0,16095,32221,0,0,0,27081,4751,0,0,0,19184,0,0,28061,16950,28181,0,27822,20713,27015,0,0,25060,21360,0,17966,0,0,25995,0,0,26817,0,0,0,0,21227,16975,0,27634,0,22734,18316,0,17096,16570,16054,0,0,0,0,0,0,0,41862,18422,0,0,19971,16288,0,25597,0,0,0,15819,0,15241,27765,0,18860,22979,0,27970,20042,22037,0,0,23610,17340,25510,0,26592,0,0,16861,0,15844,0,33133,16703,0,0,0,21841,0,23013,0,0,0,0,0,0,0,28832,0,19194,0,0,0,0,0,0,12510,23408,17434,0,17709,0,18766,16246,20974,0,0,23863,14474,21304,21885,11874,0,0,0,18935,0,0,24746,8962,0,21549,21127,22565,0,16549,0,0,0,22621,18377,0,0,20431,0,20304,0,0,18173,0,27429,13043,18385,0,17595,0,0,20580,25182,0,22402,21772,0,0,0,0,29478,20213,11841,13337,26515,0,0,22672,24149,0,25007,0,18669,30220,18776,0,32846,0,17354,25334,0,0,14556,21382,0,0,0,25870,0,21499,24019,0,0,0,28530,0,0,0,0,16975,0,0,23745,0,0,0,26906,20486,0,22998,10555,17524,19358,7395,25382,23369,0,26941,16927,0,0,17724,24461,0,0,19869,0,17727,0,15789,0,11130,0,17520,0,0,0,24046,16171,20055,17406,0,0,22880,21749,0,0,31711,24971,0,17658,0,28273,0,11609,25878,9179,0,31797,0,0,0,0,22917,11447,0,0,22018,0,20053,23230,21325,0,0,18040,26144,14597,25288,11553,16345,23863,0,0,24146,0,10209,0,0,0,24954,0,10341,0,0,0,15618,25727,0,0,30640,0,19799,0,0,7553,15495,0,0,26598,0,0,0,0
"left_A1_TF1",0,0,0,28318,0,38202,32686,16762,0,0,15390,0,0,21410,21583,8885,0,9859,0,23399,11196,0,30353,0,0,0,14589,0,0,0,0,32745,19758,0,5972,19986,0,0,14835,30752,33209,0,8190,0,0,0,0,32422,15045,24506,27969,0,0,0,28521,27221,0,0,0,35174,13373,0,0,0,0,19557,19200,15555,0,0,0,0,25834,22793,25747,0,33453,0,0,27749,28030,0,28368,0,0,19914,0,21970,0,0,15415,19465,0,0,18302,0,23871,34951,11311,0,0,0,31113,20067,0,0,41730,0,0,25281,0,0,26791,0,0,21556,22111,0,28559,0,19328,19369,0,13774,0,0,35995,21901,0,0,29857,16017,26065,0,0,11340,35092,30392,0,11467,13054,0,0,0,11261,0,0,0,13884,19402,0,0,19612,0,22054,20530,0,32085,13274,0,21500,32440,22142,7683,0,0,20192,0,11428,0,0,19653,0,0,0,26189,19555,25368,19397,26857,19398,19594,0,0,18923,32085,0,0,20215,0,34650,12890,20005,0,29738,0,0,11630,0,0,19719,0,0,0,33536,25927,0,0,0,17792,0,25420,19471,0,30468,0,14384,0,0,8973,26092,19820,0,14984,0,22767,30133,11554,21634,26164,19964,19878,0,15573,0,33744,23524,10678,15491,24736,28280,0,0,0,39208,0,27787,0,0,0,21485,12530,0,0,0,0,0,16124,20256,25999,0,22659,32579,0,0,38604,0,0,0,23834,0,13630,33416,19585,0,0,34101,20469,0,33892,0,17994,36381,0,19762,0,0,0,18749,0,25802,13204,0,0,25371,0,0,19988,20072,28341,19809,0,0,0,0,0,13394,21404,0,0,9029,0,15508,0,0,0,11497,0,34441,0,0,26174,30637,0,0,15282,9192,25928,0,28733,0,0,25787,19650,38494,0,25990,9050,28907,15422,0,24069,27735,0,22505,40180,29804,0,0,14487,0,0,0,0,0,0,0,11578,0,0,23006,6719,0,0,39558,35140,0,19806,0,12678,0,33166,0,16560,0,13686,22328,25137,0,0,0,0,22101,12790,0,0,19400,13166,0,0,24839,0,40308,0,31230,0,0,0,22945,0,19898,20199,23009,35485,0,0,11600,19894,0,16271,0,0,0,19830,15576,0,0,0,0,0,0,0,9068,10601,0,35337,0,17687,25847,13660,0,10547,0,12919,16914,27213,0,0,20546,19425,0,20133,0,20078,22874,0,0,12805,18136,0,33543,7643,19894,18880
"left_A1_TF2",0,0,0,7286,0,15854,15556,2167,0,0,2304,0,0,11099,11228,2011,0,1377,0,14755,1917,0,13383,0,0,0,3218,0,0,0,0,5353,2947,0,2593,4364,0,0,5330,17701,17183,0,5994,0,0,0,0,20297,4541,12060,18217,0,0,0,21344,5358,0,0,0,15219,1297,0,0,0,0,6582,6605,2504,0,0,0,0,8727,23838,19776,0,16733,0,0,7803,7465,0,5038,0,0,3162,0,7689,0,0,5345,2714,0,0,2047,0,11647,14235,4381,0,0,0,21485,3144,0,0,21961,0,0,6534,0,0,10849,0,0,8863,7940,0,15605,0,7765,6695,0,2535,0,0,19869,7586,0,0,25331,3498,8831,0,0,3801,16719,13286,0,3871,1197,0,0,0,2359,0,0,0,3269,6720,0,0,18230,0,7666,11905,0,15518,7057,0,15582,15724,7868,3106,0,0,6667,0,3761,0,0,3008,0,0,0,19097,6621,6377,6689,16344,6681,1972,0,0,3785,7309,0,0,6758,0,22506,1915,3154,0,5321,0,0,4247,0,0,7017,0,0,0,3138,6740,0,0,0,10457,0,8679,6492,0,13302,0,3109,0,0,1981,8740,6815,0,4664,0,11324,19483,3715,8865,8925,3101,6554,0,3503,0,3139,24809,6868,2307,26181,7458,0,0,0,17021,0,11408,0,0,0,8736,1669,0,0,0,0,0,1996,3212,20742,0,4834,20618,0,0,15696,0,0,0,8863,0,2524,16813,7934,0,0,11216,6727,0,3178,0,2907,15291,0,6588,0,0,0,12039,0,3047,9784,0,0,6476,0,0,4422,6699,5160,6676,0,0,0,0,0,1830,1591,0,0,2029,0,2267,0,0,0,4305,0,19649,0,0,6842,25107,0,0,2306,2923,6649,0,5162,0,0,9559,2444,14579,0,8966,1997,15713,1476,0,9930,7900,0,7822,21556,5407,0,0,3118,0,0,0,0,0,0,0,3809,0,0,11092,1870,0,0,17119,14311,0,6695,0,1733,0,24158,0,3806,0,9952,7751,17477,0,0,0,0,7967,1391,0,0,4532,9833,0,0,18220,0,21917,0,21714,0,0,0,11030,0,6933,3132,5705,21527,0,0,3680,4468,0,2179,0,0,0,4288,2267,0,0,0,0,0,0,0,2055,6699,0,14887,0,2349,8893,2539,0,6823,0,6131,2823,16585,0,0,8997,7939,0,6870,0,6815,11334,0,0,3173,5204,0,16653,2426,2845,3012
"left_A1_TF3",0,0,0,32879,0,31446,33738,35468,0,0,16897,0,0,35717,35576,27911,0,19981,0,31865,27248,0,45906,0,0,0,19575,0,0,0,0,28159,22392,0,23926,30154,0,0,21782,40463,33891,0,20146,0,0,0,0,31106,14290,49340,40039,0,0,0,32990,38355,0,0,0,43806,17066,0,0,0,0,31488,31685,24831,0,0,0,0,35412,41759,43740,0,33021,0,0,28996,33290,0,29279,0,0,22618,0,38428,0,0,21677,26565,0,0,31056,0,32057,34481,23999,0,0,0,46288,22486,0,0,38376,0,0,37693,0,0,30301,0,0,39915,32743,0,23579,0,26275,31823,0,17578,0,0,39366,38154,0,0,32140,30133,35652,0,0,18038,41218,45978,0,17920,28974,0,0,0,28572,0,0,0,19991,31692,0,0,35550,0,38401,30980,0,39567,22603,0,38766,33358,38306,22696,0,0,16711,0,17950,0,0,22682,0,0,0,45391,32012,37319,31660,41158,32003,18788,0,0,20347,26295,0,0,16652,0,44572,27499,22657,0,43307,0,0,30440,0,0,36563,0,0,0,29644,32527,0,0,0,34248,0,30356,31788,0,46120,0,17735,0,0,28219,35539,31838,0,14154,0,31060,51055,17994,39836,36066,22839,32548,0,17461,0,29612,43532,24457,16798,46216,27092,0,0,0,35803,0,39521,0,0,0,39606,18833,0,0,0,0,0,22286,22691,37501,0,23790,31489,0,0,31865,0,0,0,35295,0,17351,33109,26496,0,0,35630,16907,0,29312,0,25182,44196,0,32204,0,0,0,29688,0,32765,21520,0,0,37256,0,0,30342,32469,29191,32365,0,0,0,0,0,27228,19515,0,0,28860,0,16788,0,0,0,30428,0,39986,0,0,32775,38778,0,0,17144,12368,38546,0,29170,0,0,36229,24277,38287,0,35860,28749,23888,25139,0,30899,29505,0,39112,32072,42586,0,0,13869,0,0,0,0,0,0,0,17972,0,0,30695,15076,0,0,35500,34775,0,32352,0,22454,0,42236,0,23394,0,28045,38771,45515,0,0,0,0,32612,24070,0,0,32368,21419,0,0,37529,0,32595,0,46097,0,0,0,30886,0,32331,22554,35854,41886,0,0,13325,30230,0,29029,0,0,0,30205,16783,0,0,0,0,0,0,0,28825,24580,0,47968,0,29852,35998,17462,0,24559,0,24057,29081,41803,0,0,38205,26332,0,32752,0,33004,31107,0,0,18027,14433,0,33327,8836,26957,26018
"left_A1_TF4",0,0,0,7068,0,21519,17541,2457,0,0,3198,0,0,6621,6769,4315,0,1760,0,12468,4080,0,24057,0,0,0,3529,0,0,0,0,4044,3485,0,3314,4403,0,0,4501,14434,12493,0,4380,0,0,0,0,11201,4422,15413,22508,0,0,0,14813,9940,0,0,0,28024,5161,0,0,0,0,5510,5465,3540,0,0,0,0,7001,18361,18480,0,17900,0,0,1700,7021,0,3759,0,0,3472,0,4767,0,0,4640,5186,0,0,2793,0,16018,12050,6656,0,0,0,16746,3544,0,0,16290,0,0,2805,0,0,10516,0,0,8241,10926,0,10712,0,7257,5540,0,3698,0,0,20079,4739,0,0,19457,4134,6910,0,0,4398,21353,24127,0,4411,3772,0,0,0,1607,0,0,0,2474,5484,0,0,7546,0,4749,6539,0,20497,2635,0,13222,17662,4983,4444,0,0,857,0,4357,0,0,3482,0,0,0,22555,5484,2791,5316,19643,5415,3788,0,0,2301,8481,0,0,820,0,18892,4202,3459,0,6033,0,0,1921,0,0,5914,0,0,0,4133,2671,0,0,0,8856,0,11602,5472,0,24028,0,3314,0,0,4379,6886,5382,0,4565,0,8986,16971,4372,8427,6862,3507,5456,0,9014,0,4000,18973,2027,3152,20088,16296,0,0,0,20957,0,14420,0,0,0,8264,1162,0,0,0,0,0,2344,3653,14442,0,3864,11375,0,0,21582,0,0,0,9462,0,3667,17978,7431,0,0,19997,840,0,4056,0,8233,27718,0,5498,0,0,0,15153,0,1945,3213,0,0,2855,0,0,4486,5447,3733,5509,0,0,0,0,0,4221,4984,0,0,4463,0,3137,0,0,0,1894,0,13841,0,0,2800,14912,0,0,3093,1352,2829,0,3810,0,0,7422,1967,4890,0,6995,4388,10768,2990,0,6430,1758,0,4939,17171,5919,0,0,2492,0,0,0,0,0,0,0,4394,0,0,9035,2442,0,0,20984,12356,0,5560,0,1696,0,23307,0,1645,0,2976,4951,19814,0,0,0,0,10788,4891,0,0,4168,3231,0,0,16326,0,17063,0,16511,0,0,0,9299,0,5692,3493,11750,21314,0,0,2132,4490,0,1437,0,0,0,4503,3080,0,0,0,0,0,0,0,4459,1972,0,27130,0,5129,6973,3668,0,1891,0,7916,3750,20270,0,0,13015,7364,0,5620,0,5691,8995,0,0,1775,7308,0,18032,3221,5361,8790
"left_B1_TF1",0,0,0,9731,0,19243,19434,13970,0,0,8766,0,0,15953,16134,10742,0,6228,0,16075,6194,0,22372,0,0,0,2338,0,0,0,0,14750,14991,0,6143,15450,0,0,8058,0,14384,0,8476,0,0,0,0,14659,8532,17094,25286,0,0,0,25403,13728,0,0,0,0,12928,0,0,0,0,20681,20808,11143,0,0,0,0,6980,16909,16849,0,24177,0,0,13590,9826,0,5463,0,0,14978,0,15161,0,0,8079,11624,0,0,5898,0,20417,15271,12285,0,0,0,21594,14773,0,0,25957,0,0,9670,0,0,18181,0,0,8027,10312,0,16447,0,14076,20904,0,4816,0,0,28453,15184,0,0,22247,11663,6931,0,0,3832,19349,22740,0,3800,6640,0,0,0,5796,0,0,0,15318,20831,0,0,16326,0,15014,11641,0,21968,7836,0,26641,19715,15302,4603,0,0,3787,0,3903,0,0,15085,0,0,0,20817,20647,9652,20821,22120,21034,5107,0,0,10711,12842,0,0,3778,0,20151,11799,15243,0,15873,0,0,7830,0,0,3216,0,0,0,12545,16821,0,0,0,12662,0,11571,20879,0,22740,0,5502,0,0,10697,7106,20839,0,8659,0,13795,26268,3835,8072,6947,14859,21312,0,10994,0,12513,17425,6284,8727,18441,15980,0,0,0,20885,0,25753,0,0,0,8037,8049,0,0,0,0,0,5180,15094,28712,0,2505,14697,0,0,18997,0,0,0,9620,0,4887,24242,13951,0,0,12253,3700,0,12614,0,13015,0,0,21095,0,0,0,15001,0,7781,2496,0,0,9587,0,0,15860,21162,5506,21301,0,0,0,0,0,11625,7960,0,0,10834,0,8596,0,0,0,7905,0,19393,0,0,16497,26499,0,0,8866,8597,9676,0,5376,0,0,16083,8728,13571,0,7116,11018,16625,8108,0,16302,13855,0,15257,20523,15912,0,0,9953,0,0,0,0,0,0,0,3783,0,0,13819,7614,0,0,20970,15299,0,21243,0,8590,0,24530,0,3558,0,4001,15308,21895,0,0,0,0,10357,3807,0,0,7545,2389,0,0,20471,0,19942,0,21387,0,0,0,13764,0,21256,15099,17784,21567,0,0,4495,15823,0,6069,0,0,0,15885,8735,0,0,0,0,0,0,0,10891,6364,0,0,0,9993,7169,4857,0,6312,0,5936,5439,22758,0,0,15233,13793,0,21152,0,21552,13807,0,0,4816,5829,0,24503,9029,11558,13636
"left_B1_TF2",0,0,0,32918,0,34269,33195,19970,0,0,18738,0,0,39048,38793,13970,0,14657,0,31420,18060,0,38526,0,0,0,16543,0,0,0,0,33971,17860,0,12794,19983,0,0,21525,0,31362,0,19911,0,0,0,0,25140,17953,34200,28452,0,0,0,26464,27023,0,0,0,0,24566,0,0,0,0,32068,31983,19603,0,0,0,0,20653,21990,43831,0,27893,0,0,43111,32921,0,27068,0,0,17894,0,23870,0,0,21888,28661,0,0,23782,0,25121,30487,14681,0,0,0,33004,17945,0,0,30412,0,0,31449,0,0,30383,0,0,27346,39348,0,26041,0,24375,32153,0,28202,0,0,32015,23684,0,0,35110,21879,20724,0,0,18973,36260,38994,0,18928,13339,0,0,0,18699,0,0,0,11459,32170,0,0,23326,0,23958,19112,0,27998,13159,0,32207,33556,23692,12383,0,0,21721,0,19242,0,0,17870,0,0,0,37273,32594,31921,32646,40149,32102,17689,0,0,20198,35392,0,0,21572,0,37984,21592,17805,0,32715,0,0,18945,0,0,17344,0,0,0,35322,22896,0,0,0,23818,0,31162,32262,0,38935,0,12208,0,0,14066,20647,32510,0,17856,0,32540,31520,19148,27595,20674,17817,32641,0,16170,0,35202,22682,8270,18765,23644,24779,0,0,0,31645,0,39112,0,0,0,27378,16624,0,0,0,0,0,19939,18042,32994,0,16904,25280,0,0,34376,0,0,0,25763,0,28429,27901,24216,0,0,33217,21585,0,35172,0,31089,0,0,32562,0,0,0,35505,0,16761,24534,0,0,31976,0,0,19926,32983,27686,32583,0,0,0,0,0,21660,20131,0,0,14380,0,18846,0,0,0,18944,0,34032,0,0,22985,43682,0,0,18529,22401,32394,0,27285,0,0,30090,19910,21282,0,20709,14505,25973,20741,0,31323,43146,0,24167,37144,32287,0,0,22207,0,0,0,0,0,0,0,18773,0,0,32016,20726,0,0,31378,30653,0,32906,0,19125,0,34780,0,11768,0,29671,24409,37195,0,0,0,0,38917,20488,0,0,28381,24449,0,0,36070,0,37011,0,33177,0,0,0,32036,0,33026,17943,31140,39919,0,0,20318,20142,0,24466,0,0,0,20012,18786,0,0,0,0,0,0,0,14444,8339,0,0,0,40903,20514,28384,0,8425,0,12738,36224,41050,0,0,28255,24222,0,33257,0,33119,32111,0,0,22046,25967,0,28454,12369,28717,32114
"left_B1_TF3",0,0,0,13158,0,20895,14686,7821,0,0,8403,0,0,8317,8381,2615,0,4083,0,17338,3926,0,23892,0,0,0,4838,0,0,0,0,11049,7263,0,3017,12204,0,0,5146,0,12471,0,7090,0,0,0,0,12566,3897,10678,19643,0,0,0,17673,17813,0,0,0,0,4291,0,0,0,0,11237,11193,3727,0,0,0,0,8339,16010,17785,0,23635,0,0,11773,13264,0,12029,0,0,7143,0,10710,0,0,5319,6359,0,0,2739,0,14684,13833,5152,0,0,0,20944,6927,0,0,25297,0,0,15056,0,0,11966,0,0,10915,19121,0,15429,0,6816,11129,0,5841,0,0,15764,10742,0,0,22675,8524,8433,0,0,3401,25379,23809,0,3323,3151,0,0,0,5397,0,0,0,6461,11205,0,0,12201,0,10736,16078,0,15630,3997,0,13167,14661,10773,6820,0,0,2502,0,3339,0,0,7134,0,0,0,22920,11249,14657,11195,23138,11460,3946,0,0,5519,12231,0,0,2548,0,20442,5332,7126,0,6649,0,0,7441,0,0,4049,0,0,0,11424,11701,0,0,0,15272,0,10694,11164,0,23973,0,6428,0,0,2712,8497,11192,0,3806,0,9567,19791,3373,10947,8314,7097,11427,0,6538,0,11525,16673,6918,8576,17628,13052,0,0,0,9519,0,20976,0,0,0,10828,5244,0,0,0,0,0,7078,7202,15632,0,4865,12470,0,0,20784,0,0,0,10686,0,5961,24104,6900,0,0,12847,2519,0,11491,0,4443,0,0,11267,0,0,0,14492,0,2193,3639,0,0,14741,0,0,12330,11321,11861,11216,0,0,0,0,0,5268,6851,0,0,2742,0,8584,0,0,0,7428,0,20285,0,0,11749,15995,0,0,8699,2194,15238,0,12137,0,0,12217,4472,14172,0,8590,2755,15955,5280,0,13622,12120,0,10795,29790,6807,0,0,1928,0,0,0,0,0,0,0,3490,0,0,9740,5837,0,0,9710,13729,0,11489,0,7548,0,22806,0,3227,0,8415,10879,17538,0,0,0,0,19041,5085,0,0,3041,3697,0,0,15177,0,29824,0,21145,0,0,0,9756,0,11459,7214,18049,18557,0,0,7475,12288,0,7669,0,0,0,12314,8676,0,0,0,0,0,0,0,2796,6880,0,0,0,6782,8570,6022,0,6848,0,11638,3747,23572,0,0,6440,6727,0,11343,0,11463,9638,0,0,4918,5160,0,24098,4846,6347,4595
